,Drug_name,Disease,Generic_name,Brand_names,Drug_class,Rx_OTC,Pregnancy,CSA,Alcohol
332,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Satogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
333,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical,Salonpas Pain Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
334,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Boroleum,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
335,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Castiva Cooling,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
336,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Eucalyptamint,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
337,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Exocaine Plus,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
338,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Gordogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
339,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Heet Triple Action,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
340,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Mentholatum Deep Heating,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
341,Asper-Flex,ACL Injury (Muscle Pain),trolamine salicylate topical, Satogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
342,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical,Salonpas Pain Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
343,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Boroleum,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
344,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Castiva Cooling,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
345,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Eucalyptamint,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
346,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Exocaine Plus,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
347,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Gordogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
348,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Heet Triple Action,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
349,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Mentholatum Deep Heating,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
350,Avedana Pain Relieving Roll On,ACL Injury (Muscle Pain),camphor / menthol topical, Satogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
351,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical,Salonpas Pain Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
352,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Boroleum,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
353,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Castiva Cooling,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
354,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Eucalyptamint,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
355,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Exocaine Plus,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
356,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Gordogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
357,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Heet Triple Action,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
358,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Mentholatum Deep Heating,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
359,Boroleum,ACL Injury (Muscle Pain),methyl salicylate topical, Satogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
360,camphor / lidocaine / methyl salicylate,ACL Injury (Muscle Pain),camphor / lidocaine / methyl salicylate topical,Viva,topical anesthetics ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
361,camphor / menthol / methyl salicylate,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Bengay Ultra Strength Cream,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
362,camphor / menthol / methyl salicylate,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Salonpas Pain Relieving Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
363,camphor / menthol / methyl salicylate,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, FlexAll 454 Ultra Plus,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
364,camphor / menthol / methyl salicylate,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Pomada Dragon Pain Relief,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
365,camphor / menthol / methyl salicylate,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Tiger Balm Active Muscle Rub,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
366,camphor / menthol,ACL Injury (Muscle Pain),camphor / menthol topical,Avedana Pain Relieving Roll On,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
367,capsaicin / menthol,ACL Injury (Muscle Pain),capsaicin / menthol topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
368,capsaicin / menthol,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
369,capsaicin / menthol,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
370,capsaicin / menthol,ACL Injury (Muscle Pain),capsaicin / menthol topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
371,Capsiderm,ACL Injury (Muscle Pain),capsaicin / menthol topical,Alivio Patch,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
372,Capsiderm,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capsiderm,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
373,Capsiderm,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
374,Capsiderm,ACL Injury (Muscle Pain),capsaicin / menthol topical, Renovo Patch,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
375,Capzasin Quick Relief,ACL Injury (Muscle Pain),capsaicin / menthol topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
376,Capzasin Quick Relief,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capsiderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
377,Capzasin Quick Relief,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
378,Capzasin Quick Relief,ACL Injury (Muscle Pain),capsaicin / menthol topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
379,Castiva Cooling,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
380,Castiva Cooling,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
381,Castiva Cooling,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
382,Castiva Cooling,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
383,Diclona,ACL Injury (Muscle Pain),diclofenac / lidocaine topical,Alivio Patch,topical non-steroidal anti-inflammatories ,Available by prescription only,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
384,Diclona,ACL Injury (Muscle Pain),diclofenac / lidocaine topical, Capsiderm,topical non-steroidal anti-inflammatories ,Available by prescription only,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
385,Diclona,ACL Injury (Muscle Pain),diclofenac / lidocaine topical, Capzasin Quick Relief,topical non-steroidal anti-inflammatories ,Available by prescription only,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
386,Diclona,ACL Injury (Muscle Pain),diclofenac / lidocaine topical, Renovo Patch,topical non-steroidal anti-inflammatories ,Available by prescription only,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
387,Elemar Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
388,Elemar Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
389,Elemar Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
390,Elemar Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
391,Eucalyptamint,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
392,Eucalyptamint,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
393,Eucalyptamint,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
394,Eucalyptamint,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
395,Exocaine Plus,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
396,Exocaine Plus,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
397,Exocaine Plus,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
398,Exocaine Plus,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
399,FlexAll 454 Ultra Plus,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
400,FlexAll 454 Ultra Plus,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
401,FlexAll 454 Ultra Plus,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
402,FlexAll 454 Ultra Plus,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
403,Gen7T Plus Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
404,Gen7T Plus Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
405,Gen7T Plus Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
406,Gen7T Plus Patch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
407,Gordogesic,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
408,Gordogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
409,Gordogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
410,Gordogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
411,Heet Triple Action,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
412,Heet Triple Action,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
413,Heet Triple Action,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
414,Heet Triple Action,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
415,LenzaPatch,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
416,LenzaPatch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
417,LenzaPatch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
418,LenzaPatch,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
419,LidoStream,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
420,LidoStream,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
421,LidoStream,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
422,LidoStream,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
423,Lidothol,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
424,Lidothol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
425,Lidothol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
426,Lidothol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription only,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
427,Menthoderm,ACL Injury (Muscle Pain),menthol/methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
428,Menthoderm,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
429,Menthoderm,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
430,Menthoderm,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
431,Mentholatum Deep Heating,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
432,Mentholatum Deep Heating,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
433,Mentholatum Deep Heating,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
434,Mentholatum Deep Heating,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
435,Myoflex,ACL Injury (Muscle Pain),trolamine salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
436,Myoflex,ACL Injury (Muscle Pain),trolamine salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
437,Myoflex,ACL Injury (Muscle Pain),trolamine salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
438,Myoflex,ACL Injury (Muscle Pain),trolamine salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
439,Orphengesic Forte,ACL Injury (Muscle Pain),aspirin / caffeine / orphenadrine systemic,Alivio Patch,skeletal muscle relaxant combinations ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
440,Orphengesic Forte,ACL Injury (Muscle Pain),aspirin / caffeine / orphenadrine systemic, Capsiderm,skeletal muscle relaxant combinations ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
441,Orphengesic Forte,ACL Injury (Muscle Pain),aspirin / caffeine / orphenadrine systemic, Capzasin Quick Relief,skeletal muscle relaxant combinations ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
442,Orphengesic Forte,ACL Injury (Muscle Pain),aspirin / caffeine / orphenadrine systemic, Renovo Patch,skeletal muscle relaxant combinations ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
443,Pomada Dragon Pain Relief,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
444,Pomada Dragon Pain Relief,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
445,Pomada Dragon Pain Relief,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
446,Pomada Dragon Pain Relief,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
447,Provenza,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
448,Provenza,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
449,Provenza,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
450,Provenza,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
